timestamp,package_id,rfid_tag,location,shipping_status,customs_status,estimated_delivery,temperature_celsius
2025-05-26 09:03:45.220831,PKG3233,RFID-737974,PH Customs,Cleared customs,Cleared,2025-05-29,27.2
2025-05-29 03:03:45.220838,PKG2465,RFID-625337,PH Customs,Under customs inspection,Pending,2025-06-03,19.5
2025-05-27 14:03:45.220846,PKG4521,RFID-536502,"NAIA, Manila",Arrived in destination country,N/A,2025-05-30,19.2
2025-05-27 17:03:45.220853,PKG8028,RFID-145910,"Shenzhen, China",Package received,N/A,2025-05-28,26.0
2025-05-26 17:03:45.220862,PKG4715,RFID-764299,"Shenzhen, China",Package received,N/A,2025-05-31,19.7
2025-05-26 00:03:45.220869,PKG3356,RFID-771456,Pasig City Hub,Out for delivery,N/A,2025-05-31,22.0
2025-05-27 13:03:45.220877,PKG4244,RFID-378023,Pasig City,Delivered,N/A,2025-05-28,17.4
2025-05-26 23:03:45.220884,PKG4838,RFID-506087,Pasig City,Delivered,N/A,2025-05-28,21.0
2025-05-30 11:03:45.220891,PKG8903,RFID-978436,"Shanghai, China",Departed from origin facility,N/A,2025-06-04,25.1
2025-05-27 16:03:45.220898,PKG9951,RFID-315870,In Transit - Air,Flight en route to PH,N/A,2025-06-01,18.8
2025-05-27 20:03:45.220906,PKG1118,RFID-782725,In Transit - Air,Flight en route to PH,N/A,2025-05-31,27.4
2025-05-28 03:03:45.220914,PKG3317,RFID-876879,In Transit - Air,Flight en route to PH,N/A,2025-05-31,23.1
2025-05-28 23:03:45.220921,PKG5347,RFID-233973,Pasig City,Delivered,N/A,2025-05-31,28.5
2025-05-26 13:03:45.220928,PKG6741,RFID-247197,PH Customs,Cleared customs,Cleared,2025-05-27,25.0
2025-05-26 01:03:45.220936,PKG2029,RFID-234099,PH Customs,Under customs inspection,Pending,2025-05-29,21.9
2025-05-26 00:03:45.220943,PKG6338,RFID-253550,"Shanghai, China",Departed from origin facility,N/A,2025-05-29,27.0
2025-05-26 03:03:45.220951,PKG6491,RFID-891684,PH Customs,Cleared customs,Cleared,2025-05-30,25.7
2025-05-30 22:03:45.220958,PKG6890,RFID-637782,"Shenzhen, China",Package received,N/A,2025-06-03,19.6
2025-05-27 15:03:45.220966,PKG4880,RFID-602220,PH Customs,Under customs inspection,Pending,2025-05-31,17.7
2025-05-27 23:03:45.220973,PKG3778,RFID-343665,"NAIA, Manila",Arrived in destination country,N/A,2025-06-01,23.2
2025-05-30 09:03:45.220980,PKG2347,RFID-274344,In Transit - Air,Flight en route to PH,N/A,2025-06-02,15.7
2025-05-27 18:03:45.220987,PKG1625,RFID-469755,"NAIA, Manila",Arrived in destination country,N/A,2025-05-29,28.8
2025-05-29 21:03:45.220994,PKG9629,RFID-337886,"Shenzhen, China",Package received,N/A,2025-06-01,20.8
2025-05-30 03:03:45.221002,PKG7705,RFID-220153,PH Customs,Cleared customs,Cleared,2025-06-04,18.4
2025-05-30 00:03:45.221009,PKG3648,RFID-991170,"NAIA, Manila",Arrived in destination country,N/A,2025-06-02,21.5
2025-05-26 04:03:45.221016,PKG3477,RFID-376237,"Shenzhen, China",Package received,N/A,2025-05-30,21.5
2025-05-27 03:03:45.221023,PKG3362,RFID-829240,Shanghai Customs,Cleared customs,Cleared,2025-06-01,22.8
2025-05-26 17:03:45.221039,PKG9321,RFID-355436,Shanghai Customs,Cleared customs,Cleared,2025-05-30,23.7
2025-05-26 06:03:45.221047,PKG8528,RFID-723184,"Shenzhen, China",Package received,N/A,2025-05-29,17.9
2025-05-27 21:03:45.221055,PKG5763,RFID-370823,Pasig City Hub,Out for delivery,N/A,2025-05-30,18.7
2025-05-31 16:03:45.221063,PKG4957,RFID-381408,Pasig City,Delivered,N/A,2025-06-02,29.5
2025-05-27 20:03:45.221070,PKG3737,RFID-261114,"Shenzhen, China",Package received,N/A,2025-05-31,19.6
2025-05-26 08:03:45.221078,PKG9961,RFID-734417,PH Customs,Cleared customs,Cleared,2025-05-30,26.5
2025-05-27 01:03:45.221086,PKG6389,RFID-119800,Pasig City Hub,Out for delivery,N/A,2025-05-28,27.6
2025-05-29 02:03:45.221093,PKG5537,RFID-859671,"Shanghai, China",Departed from origin facility,N/A,2025-05-31,23.6
2025-05-26 14:03:45.221100,PKG5584,RFID-167797,Pasig City Hub,Out for delivery,N/A,2025-05-28,15.6
2025-05-25 20:03:45.221108,PKG5599,RFID-761241,Pasig City,Delivered,N/A,2025-05-26,25.0
2025-05-27 10:03:45.221115,PKG4406,RFID-593995,Pasig City,Delivered,N/A,2025-05-28,20.2
2025-05-28 05:03:45.221123,PKG5514,RFID-224967,Pasig City,Delivered,N/A,2025-06-01,19.9
2025-05-31 17:03:45.221130,PKG8519,RFID-442801,Pasig City,Delivered,N/A,2025-06-01,15.8
2025-05-28 22:03:45.221137,PKG6126,RFID-323121,In Transit - Air,Flight en route to PH,N/A,2025-05-29,25.4
2025-05-28 19:03:45.221144,PKG9314,RFID-844818,Pasig City Hub,Out for delivery,N/A,2025-05-31,29.7
2025-05-30 23:03:45.221151,PKG9342,RFID-562084,"NAIA, Manila",Arrived in destination country,N/A,2025-06-01,29.0
2025-05-26 14:03:45.221158,PKG7952,RFID-873965,"Shenzhen, China",Package received,N/A,2025-05-28,16.7
2025-05-27 02:03:45.221165,PKG1416,RFID-862906,"NAIA, Manila",Arrived in destination country,N/A,2025-05-28,19.9
2025-05-28 13:03:45.221172,PKG6101,RFID-469960,"Shanghai, China",Departed from origin facility,N/A,2025-05-30,20.5
2025-05-27 19:03:45.221179,PKG9406,RFID-819535,"Shenzhen, China",Package received,N/A,2025-05-30,26.6
2025-05-31 11:03:45.221187,PKG3266,RFID-395993,"Shenzhen, China",Package received,N/A,2025-06-03,16.0
2025-05-26 15:03:45.221194,PKG5456,RFID-478889,"NAIA, Manila",Arrived in destination country,N/A,2025-05-27,29.5
2025-05-30 13:03:45.221201,PKG7651,RFID-433797,Pasig City,Delivered,N/A,2025-06-01,23.4
2025-05-28 02:03:45.221209,PKG9750,RFID-743322,Shanghai Customs,Cleared customs,Cleared,2025-05-29,25.1
2025-05-29 17:03:45.221216,PKG6586,RFID-453346,"Shanghai, China",Departed from origin facility,N/A,2025-05-30,28.8
2025-05-28 15:03:45.221224,PKG7050,RFID-688361,"Shanghai, China",Departed from origin facility,N/A,2025-05-30,28.2
2025-05-29 16:03:45.221231,PKG7898,RFID-984445,PH Customs,Under customs inspection,Pending,2025-05-30,27.1
2025-05-30 19:03:45.221238,PKG5832,RFID-679759,"NAIA, Manila",Arrived in destination country,N/A,2025-06-01,25.9
2025-05-31 02:03:45.221245,PKG9250,RFID-874080,Shanghai Customs,Cleared customs,Cleared,2025-06-02,23.6
2025-05-26 06:03:45.221252,PKG9069,RFID-841149,Pasig City Hub,Out for delivery,N/A,2025-05-27,16.3
2025-05-28 04:03:45.221259,PKG7098,RFID-445354,In Transit - Air,Flight en route to PH,N/A,2025-06-02,18.8
2025-05-30 08:03:45.221266,PKG3817,RFID-951292,PH Customs,Cleared customs,Cleared,2025-06-01,29.2
2025-05-28 21:03:45.221273,PKG2847,RFID-638630,Pasig City Hub,Out for delivery,N/A,2025-05-29,24.8
2025-05-29 17:03:45.221282,PKG6668,RFID-197010,"Shanghai, China",Departed from origin facility,N/A,2025-05-31,19.2
2025-05-28 12:03:45.221290,PKG1637,RFID-192339,"Shenzhen, China",Package received,N/A,2025-05-29,22.8
2025-05-28 03:03:45.221297,PKG8921,RFID-640602,PH Customs,Under customs inspection,Pending,2025-05-30,21.5
2025-05-30 01:03:45.221304,PKG4217,RFID-315946,"NAIA, Manila",Arrived in destination country,N/A,2025-06-02,24.2
2025-05-26 06:03:45.221312,PKG9208,RFID-277549,PH Customs,Under customs inspection,Pending,2025-05-27,27.2
2025-05-31 04:03:45.221320,PKG4788,RFID-632894,"NAIA, Manila",Arrived in destination country,N/A,2025-06-03,24.2
2025-05-27 01:03:45.221327,PKG9842,RFID-924176,"Shenzhen, China",Package received,N/A,2025-05-29,20.1
2025-05-27 06:03:45.221335,PKG1153,RFID-156778,"NAIA, Manila",Arrived in destination country,N/A,2025-05-30,16.1
2025-05-28 11:03:45.221342,PKG5232,RFID-439536,PH Customs,Cleared customs,Cleared,2025-05-31,28.4
2025-05-28 04:03:45.221349,PKG7522,RFID-960158,"Shenzhen, China",Package received,N/A,2025-06-02,29.2
2025-05-28 18:03:45.221357,PKG5755,RFID-503683,Pasig City Hub,Out for delivery,N/A,2025-06-02,26.5
2025-05-29 08:03:45.221364,PKG8957,RFID-246262,"Shanghai, China",Departed from origin facility,N/A,2025-05-30,22.8
2025-05-27 18:03:45.221371,PKG3246,RFID-918744,"Shanghai, China",Departed from origin facility,N/A,2025-06-01,27.5
2025-05-30 00:03:45.221379,PKG2183,RFID-601750,PH Customs,Cleared customs,Cleared,2025-06-02,20.2
2025-05-30 07:03:45.221386,PKG2972,RFID-816466,Pasig City Hub,Out for delivery,N/A,2025-06-02,28.5
2025-05-26 20:03:45.221394,PKG1333,RFID-570925,"Shenzhen, China",Package received,N/A,2025-05-30,15.0
2025-05-31 01:03:45.221401,PKG7242,RFID-811906,"NAIA, Manila",Arrived in destination country,N/A,2025-06-04,23.6
2025-05-26 10:03:45.221408,PKG2415,RFID-861682,In Transit - Air,Flight en route to PH,N/A,2025-05-31,18.9
2025-05-31 13:03:45.221418,PKG9556,RFID-729225,Pasig City,Delivered,N/A,2025-06-05,24.1
2025-05-27 14:03:45.221426,PKG8877,RFID-435925,Pasig City,Delivered,N/A,2025-05-29,18.2
2025-05-26 15:03:45.221433,PKG8617,RFID-680221,PH Customs,Cleared customs,Cleared,2025-05-27,26.1
2025-05-27 02:03:45.221440,PKG8708,RFID-651305,"Shenzhen, China",Package received,N/A,2025-05-31,23.1
2025-05-29 07:03:45.221449,PKG6857,RFID-662452,PH Customs,Cleared customs,Cleared,2025-05-30,25.6
2025-05-29 21:03:45.221464,PKG6409,RFID-966762,"Shanghai, China",Departed from origin facility,N/A,2025-06-03,15.8
2025-05-31 05:03:45.221472,PKG9935,RFID-395472,Pasig City Hub,Out for delivery,N/A,2025-06-01,24.7
2025-05-27 21:03:45.221480,PKG7520,RFID-670291,Pasig City,Delivered,N/A,2025-05-29,18.5
2025-05-26 21:03:45.221492,PKG7971,RFID-220606,PH Customs,Under customs inspection,Pending,2025-05-31,22.0
2025-05-27 13:03:45.221501,PKG5211,RFID-428951,"Shenzhen, China",Package received,N/A,2025-05-30,21.7
2025-05-27 10:03:45.221509,PKG7951,RFID-299643,"Shenzhen, China",Package received,N/A,2025-05-28,24.0
2025-05-26 22:03:45.221517,PKG4504,RFID-396668,Pasig City Hub,Out for delivery,N/A,2025-05-31,24.8
2025-05-31 08:03:45.221524,PKG7180,RFID-832579,Pasig City,Delivered,N/A,2025-06-02,17.9
2025-05-31 15:03:45.221531,PKG9546,RFID-916808,Pasig City,Delivered,N/A,2025-06-04,18.8
2025-05-26 14:03:45.221539,PKG8570,RFID-663838,Pasig City Hub,Out for delivery,N/A,2025-05-29,18.1
2025-05-26 16:03:45.221546,PKG3780,RFID-111920,PH Customs,Cleared customs,Cleared,2025-05-28,15.8
2025-05-30 16:03:45.221554,PKG4806,RFID-852428,Pasig City,Delivered,N/A,2025-06-02,29.3
2025-05-30 07:03:45.221561,PKG6380,RFID-895012,PH Customs,Cleared customs,Cleared,2025-06-01,22.1
2025-05-29 04:03:45.221568,PKG3199,RFID-124689,Pasig City Hub,Out for delivery,N/A,2025-05-30,22.0
2025-05-27 04:03:45.221575,PKG2430,RFID-296842,In Transit - Air,Flight en route to PH,N/A,2025-06-01,22.4
2025-05-27 10:03:45.221583,PKG7819,RFID-657354,"Shenzhen, China",Package received,N/A,2025-05-31,21.7
2025-05-27 12:03:45.221590,PKG1516,RFID-822460,"Shanghai, China",Departed from origin facility,N/A,2025-06-01,18.2
2025-05-28 10:03:45.221597,PKG7686,RFID-843959,PH Customs,Under customs inspection,Pending,2025-06-01,23.7
2025-05-26 20:03:45.221604,PKG7984,RFID-172744,"Shenzhen, China",Package received,N/A,2025-05-27,20.7
2025-05-31 09:03:45.221612,PKG6053,RFID-887135,"Shenzhen, China",Package received,N/A,2025-06-04,23.4
2025-05-26 17:03:45.221619,PKG3697,RFID-475305,Pasig City Hub,Out for delivery,N/A,2025-05-28,26.0
2025-05-31 04:03:45.221626,PKG3675,RFID-919358,PH Customs,Under customs inspection,Pending,2025-06-03,22.4
2025-05-27 19:03:45.221633,PKG4365,RFID-839485,PH Customs,Cleared customs,Cleared,2025-05-30,23.5
2025-05-28 04:03:45.221640,PKG5282,RFID-873316,Pasig City Hub,Out for delivery,N/A,2025-06-02,22.6
2025-05-30 12:03:45.221652,PKG9650,RFID-915215,PH Customs,Cleared customs,Cleared,2025-05-31,18.2
2025-05-28 21:03:45.221659,PKG3755,RFID-813189,Pasig City Hub,Out for delivery,N/A,2025-06-01,20.8
2025-05-28 21:03:45.221666,PKG8308,RFID-881741,Pasig City,Delivered,N/A,2025-05-31,22.5
2025-05-27 10:03:45.221674,PKG5324,RFID-537671,"NAIA, Manila",Arrived in destination country,N/A,2025-05-29,25.7
2025-05-28 09:03:45.221683,PKG6858,RFID-691510,"Shenzhen, China",Package received,N/A,2025-05-29,29.0
2025-05-28 01:03:45.221691,PKG3500,RFID-435475,"NAIA, Manila",Arrived in destination country,N/A,2025-05-29,22.8
2025-05-29 13:03:45.221699,PKG9679,RFID-530837,"Shanghai, China",Departed from origin facility,N/A,2025-06-03,16.9
2025-05-26 11:03:45.221706,PKG6471,RFID-909689,In Transit - Air,Flight en route to PH,N/A,2025-05-28,26.2
2025-05-31 11:03:45.221713,PKG3851,RFID-173781,PH Customs,Under customs inspection,Pending,2025-06-05,25.5
2025-05-26 01:03:45.221721,PKG5737,RFID-824917,Shanghai Customs,Cleared customs,Cleared,2025-05-30,20.0
2025-05-26 08:03:45.221728,PKG8666,RFID-953931,In Transit - Air,Flight en route to PH,N/A,2025-05-29,19.2
2025-05-30 07:03:45.221735,PKG6810,RFID-124920,"NAIA, Manila",Arrived in destination country,N/A,2025-06-02,25.2
2025-05-28 04:03:45.221742,PKG2380,RFID-177216,"Shanghai, China",Departed from origin facility,N/A,2025-05-31,19.4
2025-05-27 08:03:45.221749,PKG9353,RFID-999136,Shanghai Customs,Cleared customs,Cleared,2025-05-30,20.9
2025-05-27 20:03:45.221756,PKG7007,RFID-575171,"NAIA, Manila",Arrived in destination country,N/A,2025-06-01,27.4
2025-05-26 23:03:45.221764,PKG8091,RFID-574530,"NAIA, Manila",Arrived in destination country,N/A,2025-05-27,18.4
2025-05-30 13:03:45.221771,PKG9773,RFID-964981,"NAIA, Manila",Arrived in destination country,N/A,2025-06-02,17.3
2025-05-27 23:03:45.221778,PKG8916,RFID-822138,In Transit - Air,Flight en route to PH,N/A,2025-05-30,27.6
2025-05-26 00:03:45.221785,PKG2967,RFID-230683,PH Customs,Under customs inspection,Pending,2025-05-28,22.6
2025-05-28 00:03:45.221792,PKG2136,RFID-117211,"Shanghai, China",Departed from origin facility,N/A,2025-05-31,17.6
2025-05-25 21:03:45.221800,PKG2555,RFID-359610,PH Customs,Under customs inspection,Pending,2025-05-26,18.4
2025-05-28 00:03:45.221807,PKG4806,RFID-879585,Pasig City,Delivered,N/A,2025-05-30,15.1
2025-05-28 00:03:45.221814,PKG5323,RFID-311067,Pasig City Hub,Out for delivery,N/A,2025-05-30,26.7
2025-05-26 05:03:45.221821,PKG7265,RFID-369082,In Transit - Air,Flight en route to PH,N/A,2025-05-30,22.9
2025-05-27 20:03:45.221828,PKG7949,RFID-344451,Pasig City Hub,Out for delivery,N/A,2025-05-28,18.0
2025-05-29 20:03:45.221836,PKG6435,RFID-309303,"Shanghai, China",Departed from origin facility,N/A,2025-06-02,17.6
2025-05-29 09:03:45.221843,PKG8728,RFID-786003,In Transit - Air,Flight en route to PH,N/A,2025-05-31,23.9
2025-05-30 14:03:45.221851,PKG2328,RFID-629228,Shanghai Customs,Cleared customs,Cleared,2025-05-31,25.4
2025-05-26 21:03:45.221858,PKG1964,RFID-439723,"Shenzhen, China",Package received,N/A,2025-05-27,28.0
2025-05-25 20:03:45.221866,PKG6306,RFID-985060,In Transit - Air,Flight en route to PH,N/A,2025-05-28,27.3
2025-05-26 15:03:45.221874,PKG3783,RFID-488007,"Shanghai, China",Departed from origin facility,N/A,2025-05-27,21.1
2025-05-29 13:03:45.221881,PKG8008,RFID-169793,"Shanghai, China",Departed from origin facility,N/A,2025-05-30,17.1
2025-05-30 14:03:45.221888,PKG3760,RFID-572602,Shanghai Customs,Cleared customs,Cleared,2025-06-02,21.2
2025-05-30 14:03:45.221896,PKG7114,RFID-237497,Pasig City,Delivered,N/A,2025-06-03,17.8
2025-05-28 10:03:45.221903,PKG9520,RFID-256865,"NAIA, Manila",Arrived in destination country,N/A,2025-05-31,20.1
2025-05-27 08:03:45.221911,PKG2729,RFID-463103,Pasig City,Delivered,N/A,2025-05-31,25.2
2025-05-28 03:03:45.221918,PKG9911,RFID-803045,Shanghai Customs,Cleared customs,Cleared,2025-06-02,28.9
2025-05-25 21:03:45.221926,PKG4254,RFID-162895,In Transit - Air,Flight en route to PH,N/A,2025-05-28,25.8
2025-05-29 23:03:45.221938,PKG1810,RFID-533516,"Shenzhen, China",Package received,N/A,2025-06-01,26.8
2025-05-27 02:03:45.221945,PKG5055,RFID-759182,Pasig City Hub,Out for delivery,N/A,2025-05-31,29.9
2025-05-26 01:03:45.221952,PKG7796,RFID-379384,Pasig City Hub,Out for delivery,N/A,2025-05-28,18.0
2025-05-28 18:03:45.221960,PKG4334,RFID-961776,"Shanghai, China",Departed from origin facility,N/A,2025-05-29,29.5
2025-05-26 12:03:45.221967,PKG8404,RFID-354158,In Transit - Air,Flight en route to PH,N/A,2025-05-28,25.3
2025-05-31 04:03:45.221974,PKG3313,RFID-332264,Pasig City,Delivered,N/A,2025-06-05,24.3
2025-05-27 09:03:45.221981,PKG9950,RFID-845227,PH Customs,Under customs inspection,Pending,2025-05-30,28.8
2025-05-28 12:03:45.221989,PKG1648,RFID-296702,"NAIA, Manila",Arrived in destination country,N/A,2025-05-29,16.4
2025-05-26 04:03:45.221996,PKG1050,RFID-607970,PH Customs,Cleared customs,Cleared,2025-05-27,15.8
2025-05-28 10:03:45.222003,PKG8406,RFID-869709,"Shenzhen, China",Package received,N/A,2025-05-31,29.4
2025-05-27 05:03:45.222010,PKG8459,RFID-140166,PH Customs,Cleared customs,Cleared,2025-05-31,25.3
2025-05-31 01:03:45.222018,PKG5255,RFID-349918,Shanghai Customs,Cleared customs,Cleared,2025-06-05,18.9
2025-05-28 15:03:45.222025,PKG5079,RFID-452131,"Shanghai, China",Departed from origin facility,N/A,2025-06-02,23.1
2025-05-27 10:03:45.222040,PKG1522,RFID-497203,In Transit - Air,Flight en route to PH,N/A,2025-05-29,19.1
2025-05-28 12:03:45.222047,PKG4054,RFID-889204,"Shenzhen, China",Package received,N/A,2025-05-29,20.1
2025-05-25 20:03:45.222055,PKG9876,RFID-512523,PH Customs,Cleared customs,Cleared,2025-05-30,18.8
2025-05-26 03:03:45.222063,PKG7295,RFID-503787,Shanghai Customs,Cleared customs,Cleared,2025-05-30,22.5
2025-05-29 14:03:45.222070,PKG6497,RFID-995705,Pasig City Hub,Out for delivery,N/A,2025-06-01,28.8
2025-05-31 16:03:45.222077,PKG6383,RFID-779096,Pasig City Hub,Out for delivery,N/A,2025-06-03,25.1
2025-05-25 19:03:45.222084,PKG3272,RFID-507551,PH Customs,Under customs inspection,Pending,2025-05-29,25.9
2025-05-28 19:03:45.222091,PKG5213,RFID-226626,PH Customs,Cleared customs,Cleared,2025-05-30,15.8
2025-05-28 01:03:45.222098,PKG3964,RFID-657628,"NAIA, Manila",Arrived in destination country,N/A,2025-06-01,15.5
2025-05-30 17:03:45.222105,PKG2427,RFID-715756,Shanghai Customs,Cleared customs,Cleared,2025-05-31,29.2
2025-05-26 17:03:45.222113,PKG8628,RFID-265451,Shanghai Customs,Cleared customs,Cleared,2025-05-31,29.6
2025-05-27 12:03:45.222120,PKG7918,RFID-280322,PH Customs,Cleared customs,Cleared,2025-05-30,28.2
2025-05-30 14:03:45.222127,PKG1137,RFID-434599,Pasig City,Delivered,N/A,2025-06-01,29.6
2025-05-30 13:03:45.222135,PKG8129,RFID-723781,Pasig City Hub,Out for delivery,N/A,2025-06-03,28.9
2025-05-27 19:03:45.222146,PKG1674,RFID-505244,In Transit - Air,Flight en route to PH,N/A,2025-05-28,23.8
2025-05-28 08:03:45.222153,PKG3041,RFID-418481,Pasig City,Delivered,N/A,2025-06-01,22.2
2025-05-26 02:03:45.222160,PKG1036,RFID-126290,In Transit - Air,Flight en route to PH,N/A,2025-05-27,26.5
2025-05-28 17:03:45.222167,PKG2391,RFID-728594,"NAIA, Manila",Arrived in destination country,N/A,2025-06-01,21.0
2025-05-30 12:03:45.222175,PKG8817,RFID-980532,"NAIA, Manila",Arrived in destination country,N/A,2025-06-02,18.4
2025-05-30 01:03:45.222182,PKG2681,RFID-914389,Shanghai Customs,Cleared customs,Cleared,2025-06-03,24.7
2025-05-29 21:03:45.222190,PKG4903,RFID-228335,PH Customs,Under customs inspection,Pending,2025-06-02,19.0
2025-05-28 05:03:45.222197,PKG9725,RFID-712791,"Shenzhen, China",Package received,N/A,2025-05-30,26.6
2025-05-30 04:03:45.222204,PKG1676,RFID-578954,"Shenzhen, China",Package received,N/A,2025-05-31,22.2
2025-05-26 06:03:45.222212,PKG4255,RFID-812440,Pasig City,Delivered,N/A,2025-05-30,29.2
2025-05-29 23:03:45.222219,PKG6010,RFID-581032,Pasig City Hub,Out for delivery,N/A,2025-06-02,20.0
2025-05-27 00:03:45.222226,PKG1742,RFID-262172,Shanghai Customs,Cleared customs,Cleared,2025-05-28,24.9
2025-05-28 05:03:45.222233,PKG1580,RFID-243958,"Shenzhen, China",Package received,N/A,2025-06-02,20.4
2025-05-30 17:03:45.222241,PKG9634,RFID-720363,"NAIA, Manila",Arrived in destination country,N/A,2025-06-04,20.2
2025-05-26 05:03:45.222248,PKG7864,RFID-129314,Shanghai Customs,Cleared customs,Cleared,2025-05-27,18.4
2025-05-26 02:03:45.222256,PKG9879,RFID-582203,In Transit - Air,Flight en route to PH,N/A,2025-05-29,23.4
2025-05-30 19:03:45.222263,PKG7935,RFID-522328,"Shenzhen, China",Package received,N/A,2025-05-31,20.3
2025-05-29 20:03:45.222270,PKG6525,RFID-141839,PH Customs,Under customs inspection,Pending,2025-05-31,17.6
2025-05-31 14:03:45.222277,PKG7826,RFID-437146,PH Customs,Cleared customs,Cleared,2025-06-03,21.0
2025-05-29 00:03:45.222285,PKG6341,RFID-737792,Pasig City Hub,Out for delivery,N/A,2025-05-30,27.9
2025-05-28 08:03:45.222292,PKG9338,RFID-261865,"Shanghai, China",Departed from origin facility,N/A,2025-05-30,23.9
2025-05-30 19:03:45.222300,PKG6768,RFID-290938,Pasig City Hub,Out for delivery,N/A,2025-05-31,20.8
2025-05-28 06:03:45.222307,PKG8643,RFID-177372,"Shanghai, China",Departed from origin facility,N/A,2025-05-31,20.4
2025-05-29 23:03:45.222315,PKG1102,RFID-506670,Shanghai Customs,Cleared customs,Cleared,2025-06-02,18.4
2025-05-31 14:03:45.222322,PKG8073,RFID-781954,In Transit - Air,Flight en route to PH,N/A,2025-06-04,25.7
2025-05-29 13:03:45.222329,PKG1105,RFID-932811,PH Customs,Cleared customs,Cleared,2025-06-02,22.9
2025-05-28 18:03:45.222336,PKG3281,RFID-616903,Pasig City,Delivered,N/A,2025-05-29,23.4
2025-05-28 16:03:45.222344,PKG5629,RFID-944245,"Shenzhen, China",Package received,N/A,2025-05-30,21.2
2025-05-30 03:03:45.222351,PKG9899,RFID-715076,"NAIA, Manila",Arrived in destination country,N/A,2025-06-03,17.6
2025-05-30 17:03:45.222359,PKG1856,RFID-243084,"NAIA, Manila",Arrived in destination country,N/A,2025-06-01,23.0
2025-05-29 03:03:45.222369,PKG4798,RFID-282510,PH Customs,Cleared customs,Cleared,2025-06-03,25.9
2025-05-28 01:03:45.222377,PKG3752,RFID-554034,"Shanghai, China",Departed from origin facility,N/A,2025-06-01,15.2
2025-05-29 11:03:45.222384,PKG3530,RFID-579623,"Shenzhen, China",Package received,N/A,2025-05-30,16.6
2025-05-26 05:03:45.222392,PKG3694,RFID-614879,In Transit - Air,Flight en route to PH,N/A,2025-05-27,29.7
2025-05-27 14:03:45.222399,PKG7692,RFID-928255,Pasig City Hub,Out for delivery,N/A,2025-05-28,21.7
2025-05-25 22:03:45.222406,PKG1013,RFID-884812,Pasig City,Delivered,N/A,2025-05-29,17.7
2025-05-28 10:03:45.222413,PKG9015,RFID-506330,"Shenzhen, China",Package received,N/A,2025-05-29,18.4
2025-05-27 06:03:45.222420,PKG4628,RFID-714790,PH Customs,Under customs inspection,Pending,2025-05-28,21.6
2025-05-28 22:03:45.222427,PKG6701,RFID-796325,Pasig City Hub,Out for delivery,N/A,2025-06-01,19.1
2025-05-30 04:03:45.222437,PKG3310,RFID-373983,In Transit - Air,Flight en route to PH,N/A,2025-06-02,29.7
2025-05-31 04:03:45.222444,PKG1018,RFID-221617,In Transit - Air,Flight en route to PH,N/A,2025-06-01,26.4
2025-05-29 18:03:45.222451,PKG4539,RFID-600350,Pasig City,Delivered,N/A,2025-06-02,21.1
2025-05-30 05:03:45.222458,PKG1773,RFID-102257,"NAIA, Manila",Arrived in destination country,N/A,2025-05-31,22.1
2025-05-29 16:03:45.222465,PKG2673,RFID-127816,"Shanghai, China",Departed from origin facility,N/A,2025-06-01,16.1
2025-05-27 14:03:45.222472,PKG9925,RFID-201914,Pasig City Hub,Out for delivery,N/A,2025-06-01,25.8
2025-05-30 14:03:45.222479,PKG8054,RFID-968783,Pasig City,Delivered,N/A,2025-05-31,26.2
2025-05-31 10:03:45.222487,PKG3107,RFID-647545,"NAIA, Manila",Arrived in destination country,N/A,2025-06-05,26.0
2025-05-28 15:03:45.222494,PKG1606,RFID-664172,Pasig City Hub,Out for delivery,N/A,2025-06-01,18.0
2025-05-29 00:03:45.222501,PKG2598,RFID-429957,Shanghai Customs,Cleared customs,Cleared,2025-06-02,18.5
2025-05-26 23:03:45.222508,PKG2104,RFID-692895,"Shanghai, China",Departed from origin facility,N/A,2025-05-27,16.7
2025-05-28 23:03:45.222515,PKG4433,RFID-752038,"Shanghai, China",Departed from origin facility,N/A,2025-05-30,23.1
2025-05-31 06:03:45.222523,PKG7618,RFID-218310,PH Customs,Cleared customs,Cleared,2025-06-03,15.9
2025-05-29 07:03:45.222531,PKG9117,RFID-898924,PH Customs,Under customs inspection,Pending,2025-06-01,28.9
2025-05-29 08:03:45.222538,PKG8385,RFID-964244,Shanghai Customs,Cleared customs,Cleared,2025-06-01,22.7
2025-05-30 19:03:45.222545,PKG1305,RFID-514237,Pasig City Hub,Out for delivery,N/A,2025-06-04,29.6
2025-05-31 08:03:45.222553,PKG4875,RFID-457343,Shanghai Customs,Cleared customs,Cleared,2025-06-02,21.1
2025-05-27 05:03:45.222560,PKG8066,RFID-950130,"NAIA, Manila",Arrived in destination country,N/A,2025-06-01,22.4
2025-05-31 00:03:45.222567,PKG8388,RFID-150925,In Transit - Air,Flight en route to PH,N/A,2025-06-05,19.3
2025-05-31 16:03:45.222574,PKG5922,RFID-347574,In Transit - Air,Flight en route to PH,N/A,2025-06-01,23.0
2025-05-28 06:03:45.222581,PKG7237,RFID-535490,"Shenzhen, China",Package received,N/A,2025-06-01,26.8
2025-05-30 20:03:45.222589,PKG2835,RFID-477356,"Shanghai, China",Departed from origin facility,N/A,2025-05-31,26.9
2025-05-31 09:03:45.222596,PKG6462,RFID-367891,Shanghai Customs,Cleared customs,Cleared,2025-06-02,19.4
